event_id,filename,sentence_count,counts,lower_idx,upper_idx,length,anumber,report_type,tokens,prop,chars,prob,pred,event_text,DATE,LOCATION,MINERAL,ORE_DEPOSIT,ROCK,STRAT,TIMESCALE,TRIGGER
a081773_marda c324_1996 ar 09_16791896_31_34,a081773_marda c324_1996 ar 09_16791896.json,71,2,31,34,4,81773,Annual,the resource calculate by hellman and schofield have estimate a potentially recoverable grade and tonnage which can be use to assess preliminary project economic future exploration on the tenement will be focusse on find additional gold resource to enhance the gold resource base in the district,0.056338028169014086,606,0.0018473557,0,"Data review of the Marda Gold deposits and surrounding tenements has generated concepts for exploration in the district. The resources calculated by Hellman and Schofield have estimated a potentially recoverable grade and tonnage which can be used to assess preliminary project economics. Future exploration on the tenements will be focussed on finding additional gold resources to enhance the gold resource base in the district. The Archaean Marda Greenstone Belt comprises interlayered ultramafics, basalts, sediments and dolerites with ultramafic rocks more common at the base of the sequence Figure 3).",,,"gold, gold",Gold deposits,"basalts, sediments, dolerites",Greenstone Belt,Archaean,"potentially, Future exploration"
a086581_me_e77-1342-i_2010a_11645570_117_120,a086581_me_e77-1342-i_2010a_11645570.json,161,2,117,120,4,86581,Annual,elvire gold prospect lake barlee yilgarn goldfields wa exploration licence no 57/46 cashmere down gold prospect lake barlee east murchison goldfields wa,0.024844720496894408,347,0.5474734,1,"Broken Hill Metals NL Current Report, Exploration Licences No. Elvire Gold Prospect, Lake Barlee, Yilgarn Goldfields, WA), Exploration Licence No. 57/46 (Cashmere Downs Gold Prospect, Lake Barlee, East Murchison Goldfields, WA). Report on a Work Area Clearance Survey for Polaris Metals NL of Tenement E77/1342-I at Mt Elvire, west of Menzies, WA.",,"Broken Hill, Lake Barlee, Goldfields, Lake Barlee, East Murchison, Goldfields, Menzies","Gold, Gold",,,,,
a084743_report m16_511_mf_2009a - part h_15658740_463_467,a084743_report m16_511_mf_2009a - part h_15658740.json,530,3,463,467,5,84743,Annual,systematic list of specie to be impact by the propose mt finnerty rc drilling program .19 appendix 2 list of significant specie count and location to be impact by propose drilling program .24 western botanical ii appendix 3 description of the vegetation community to be impact by the propose rc drilling program .29 eucalyptus woodland,0.009433962264150943,476,0.0061178184,0,16 Recommendations .17 Bibliography.18 List of Participants.18 Apendix 1. Systematic list of species to be impacted by the proposed Mt Finnerty RC drilling program .19 Appendix 2. List of Significant species counts and Locations to be impacted by proposed drilling program .24 Western Botanical ii Appendix 3. Descriptions of the Vegetation Communities to be impacted by the proposed RC drilling program .29 Eucalyptus Woodlands . 30 Eucalyptus griffithsii Open Tree Mallee 1.,,,,,,,,"proposed, Significant, proposed, proposed"
a079925_p15-4444_a_2008_12504199_17_19,a079925_p15-4444_a_2008_12504199.json,36,1,17,19,3,79925,Annual,the tenement be prospective for gold tantalum mineral and sulphide nickel deposit,0.08333333333333333,282,0.099593535,0,"The sealed Coolgardie-Esperance Highway traverses the project area and numerous tracks leading off the highway provide access to the individual tenements. The tenement is prospective for gold, tantalum minerals and sulphide nickel deposits. All tenement details are tabulated below.",,"Coolgardie, Esperance","gold, sulphide",nickel deposits,,,,prospective
a086434_selby- western tanami annual report 09_9842922_269_271,a086434_selby- western tanami annual report 09_9842922.json,429,1,269,271,3,86434,Annual,the bommie vein system have be delineate to over 250 metre strike length and 100 metre dip extent and remain open up plunge,0.006993006993006993,370,0.17997469,0,"As hole CYUG70 was drilled towards the South Zone it intersected a mineralised part of the otherwise as barren considered Coyote Fault. The Bommie vein system has been delineated to over 250 metres strike length and 100 metres dip extent, and remains open up plunge. This zone is located approximately 60 metres to the north of the Gonzales Lode underground development.",,,,Lode,,,,delineated
a100477_p26-3806_atr_dec2013_10603042_23_25,a100477_p26-3806_atr_dec2013_10603042.json,69,1,23,25,3,100477,Annual,due to the proximity of the tenement to kalgoorlie historic exploration have be quite extensive but neither focusse nor effective,0.043478260869565216,364,0.07144067400000001,0,"Field investigations indicate that the cover material, consisting of pisolitic gravel and calcareous soil, is generally less than 5m thick. Due to the proximity of the tenement to Kalgoorlie, historic exploration has been quite extensive, but neither focussed nor effective. There is a long history of fragmented ground holding and smallscale exploration activity.",,"Kalgoorlie, long",,,gravel,,,extensive
a103382_gb partial surrender 0614_16480141_29_33,a103382_gb partial surrender 0614_16480141.json,106,3,29,33,5,103382,Partial Surrender,the contact between metasediments unit 3 and sediment unit 4 be refer to as top of the gneiss and be a key marker to mineralisation in the glenburgh area all potentially economic mineralisation discover or examine so far be either 1 in the metasedimentary unit at or below the top of gneiss contact or in immediately overlie sediment as stratiform stratabound replacement shear host mineralisation,0.04716981132075472,573,0.0002142239,0,"All contacts are gradational. The contact between metasediments (unit 3) and sediments (unit 4) is referred to as Top-of the-Gneiss and is a key marker to mineralisation. In the Glenburgh area, all potentially economic mineralisation discovered or examined so far is either: 1. In the metasedimentary unit at or below the Top-of-Gneiss contact, or in immediately overlying sediments as stratiform, stratabound, replacement, shear-hosted mineralisation. In or along major East-West fault zones and/or associated structures which cut through basement and overlying sediments.",,,,,"sediments, Gneiss, metasedimentary, Gneiss, sediments, sediments",,,"mineralisation, potentially, economic mineralisation, discovered, mineralisation"
a096028_sr_e69-2236_2012_11112214_3581_3583,a096028_sr_e69-2236_2012_11112214.json,3698,1,3581,3583,3,96028,Final Surrender,in reflected light the oxide phase be see to be identical to those describe above be ti magnetite with fine trellis exsolution lamella of ilmenite or pleonaste and patchy development of the white reflective phase,0.0008112493239588968,486,0.01909852,0,"FeTi oxides occur as both cumulus and intercumulus grains and form about 10-40modal% of these chips. In reflected light, the oxide phase is seen to be identical to those described above, being Ti-magnetite with fine trellis exsolution lamellae of ilmenite or pleonaste, and patchy development of the white reflective phase. Some Ti-magnetite grains show incipient breakdown-oxidation, with the development of very fine-grained hematite but no apparent effect on the exsolution lamellae.",,,"oxides, oxide, magnetite, ilmenite, pleonaste, magnetite, hematite",,,,,patchy
a100435_e66_56 annual report 2013_15078610_21_23,a100435_e66_56 annual report 2013_15078610.json,119,1,21,23,3,100435,Annual,further work should keep focusse on the lead potential at mary springs,0.025210084033613446,170,0.65505594,1,"Exploration for gold was not successful. Further work should keep focussed on the lead potential at Mary Springs. The Lead, Zinc and Silver Deposits of Western Australia.",,Western Australia,"gold, lead, Lead, Zinc, Silver",,,,,potential
a108857_a108857_v1_report_22_24,a108857_a108857_v1_report.json,181,1,22,24,3,108857,Final Surrender,current exploration summary 7.1 datum review prospect review fall of halladale prospect 8,0.016574585635359115,147,0.23345011,0,Current Exploration 7. Current Exploration Summary 7.1 Data Review Prospect Review Falls of Halladale Prospect 8. Conclusion and Recommendations 9.,,,,,,,,
a077656_e09_1043_2007ps_10916998_48_50,a077656_e09_1043_2007ps_10916998.json,55,1,48,50,3,77656,Partial Surrender,result surrender area have no priority target warrant follow up,0.054545454545454536,376,0.30682787,0,Work done: Exploration in 2007 consisted researching and compiling open file data. Results: Surrendered areas have no priority targets warranting follow up. CONTENTS List of Figures 1.0 INTRODUCTION 1.1 Location 1.2 Summary of Exploration Activities 2.0 SUMMARY OF PREVIOUS EXPLORATION 3.0 GEOLOGY 4.0 EXPLORATION ACTIVITIES 5.0 CONCLUSIONS AND RECOMMENDATIONS LIST OF FIGURES,2007,,,,,,,warranting follow up
a072896_e38_1405_2005a_11577473_93_95,a072896_e38_1405_2005a_11577473.json,112,1,93,95,3,72896,Annual,craven b aeromagnetic image geology interpretation sheet 2 southern geoscience consultants pty ltd unpublishe internal report october 2005 cre reference allprojects_lavertonregional_report053.pdf lee s. gole m. laverton project area historical review of nickel relate wamex open file reports martin gole and associates cre reference allprojects_lavertonregional_report025.pdf marjoribanks r. assessment of ni sulphide potential in and adjacent to crescent gold ltds laverton tenement,0.026785714285714284,630,0.015230503000000001,0,"Figure 7 is a collar plot of these holes. Craven, B Aeromagnetic Image Geology Interpretation Sheet 2 Southern Geoscience Consultants Pty Ltd Unpublished Internal Report October 2005 CRE Reference: AllProjects_LavertonRegional_Report053.pdf Lee, S. & Gole, M. Laverton Project Area Historical Review of Nickel-Related WAMEX Open File Reports Martin Gole and Associates CRE Reference: AllProjects_LavertonRegional_Report025.pdf Marjoribanks, R. Assessment of Ni sulphide potential in and adjacent to Crescent Gold Ltds Laverton Tenements. From To Au ppm Rock Altn Weathering DEPTH (m) 192 Vein Sulphides Type Hole Type RC Lease No.",October 2005,"Laverton, Laverton","Nickel, sulphide, Gold, Sulphides",,,,,potential
a081455_c72_2008_bhpb_pioneer_ssnw_annualreport_2008_12343950_45_47,a081455_c72_2008_bhpb_pioneer_ssnw_annualreport_2008_12343950.json,70,1,45,47,3,81455,Annual,east of the mjb be the east mulgarrie ringlock greenstone belt emrb which have have previously intersect nickel sulphide mineralisation and be believe to correlate to the black swan komatiite host the silver swan black swan and cygnet deposit,0.042857142857142864,476,0.033616457,0,"Jewell Greenstone Belt (MJB) lies in the westernmost part of the project area and correlates to the stratigraphic pile hosting the Scotia Nickel deposit. East of the MJB is the East Mulgarrie-Ringlock Greenstone Belt (EMRB), which has had previously intersected nickel sulphide mineralisation and is believed to correlate to the Black Swan Komatiite hosting the Silver Swan, Black Swan and Cygnet deposits. Figure 3: Stratigraphy of the Boorara Domain (after Trofimovs, 2004).",2004,"Mulgarrie, Boorara","nickel, sulphide, Silver",Nickel deposit,,"Greenstone Belt, Greenstone Belt, Black Swan Komatiite",,mineralisation
a076514_mt edith annual report 2007_14713966_6_7,a076514_mt edith annual report 2007_14713966.json,71,1,6,7,2,76514,Annual,the area inspect may have potential below the cover and this should be investigate further,0.028169014084507043,166,0.17630425,0,The best exposures remain in the area around the quarry near the road. The areas inspected may have potential below the cover and this should be investigated further.,,,,,,,,potential
a085137_p77-3736 2008-09 annual report_12562404_27_29,a085137_p77-3736 2008-09 annual report_12562404.json,78,3,27,29,3,85137,Annual,in 2002 western area purchase fly fox and surround tenement from outokumpu and subsequently discover t2 t3 t4 t5 t6 and t7 at fly fox in 2007 western area also discover spot quoll which contain a world class resource of 2mt 6.2 ni,0.038461538461538464,305,0.003587693,0,"In 2002 Western areas purchased Flying Fox and surrounding tenements from Outokumpu and subsequently discovered T2, T3, T4, T5, T6 and T7 at Flying Fox. In 2007 Western Areas also discovered Spotted Quoll, which contains a world class resource of 2mt @ 6.2% Ni. Spotted Quoll is currently being developed.","2002, 2007","Flying Fox, Flying Fox, Spotted Quoll, Spotted Quoll",,,,,,"discovered, discovered"
a102951_c261_1997_2014s_9554490_989_991,a102951_c261_1997_2014s_9554490.json,3993,1,989,991,3,102951,Final Surrender,5403 appendix 1 location map of eutaxia acanthoclada p3 population near propose drill hole t2 t5,0.0007513148009015777,675,0.6845251,1,Locations of these species will be provided to the DEC to update their records. 5403 Appendix 1: Location Maps of Eutaxia acanthoclada (P3) populations near proposed Drill Holes T2 & T5. 6404 7405 Hannans Reward Flora and Vegetation Survey Prepared For Hannans Reward January 2010 Final Prepared by: Botanica Consulting PO Box 2027 Boulder WA 6432 90930024 8406 Disclaimer This document and its contents are to be treated as confidential and are published in accordance with and subject to an agreement between Botanica Consulting (BC) and the client for whom it has been prepared and is restricted to those issues that have been raised by the client in its engagement of BC.,"7405, January 2010, 6432",Boulder,,,,,,proposed
a090396_e63-1102 year 2 annual report 2011_10447981_19_20,a090396_e63-1102 year 2 annual report 2011_10447981.json,99,1,19,20,2,90396,Annual,the biranup zone be interpret as a significant zone of middle crust at least 800 km long that accrete onto the southern margin of the yilgarn craton during stage i of the orogeny,0.020202020202020204,623,0.0068525886,0,"Within the KKBP, the Biranup Zone abuts the Fraser Zone on its northern and western sides, and is interpreted as an exotic terrain dominated by components with protoliths that formed between c.1690-1660Ma, their reworked counterparts (generally gneissic rocks), and Mesoproterozoic intrusions into these rocks, including the Dalyup and Coramup Gneisses, which are both dominated by orthogneisses with c.1690-1660Ma ages for their protoliths. The Biranup Zone is interpreted as a significant zone of middle crust at least 800km long that accreted onto the southern margin of the Yilgarn Craton during Stage I of the Orogeny.",,"Fraser, Dalyup, long, Yilgarn Craton",,,,,Mesoproterozoic,significant
a090243_dmp annual report e74_435_ 2010-2011_15773094_13_14,a090243_dmp annual report e74_435_ 2010-2011_15773094.json,25,1,13,14,2,90243,Annual,a salt lake system cover a large portion of the e74/435 would present a logistic problem for access to conduct future exploration,0.08,291,0.30974179999999996,0,"There is geophysical evidence of a N-S greenstone belt and from past work conducted by others, the greenstones are relict metamorphosed mafic-ultramafic rocks. A salt lake system covers a large portion of the E74/435 would present a logistic problem for access to conduct future exploration.",,,salt,,greenstones,greenstone belt,,future exploration
a087951_el382205_201008_01_report_10006029_32_34,a087951_el382205_201008_01_report_10006029.json,142,1,32,34,3,87951,Annual,infill sampling be carry out during 1997 98 over gold anomalous area detect from the previous sampling,0.02112676056338028,558,0.038017800000000004,0,"The bulk soils were split into three fractions: -75 fine fraction, -250 split for enzyme leach analysis for a suite of 60 elements +250 split for heavy media concentrate (HMC) The lags, the fine fraction, and the HMC were analysed by aqua regia digest for Au by solvent extraction and graphite furnace AA finish and the same digest for multi-elements (Cr, Fe, Co, Ni, Cu, As, Mo, Sb, W, Bi). Infill sampling was carried out during 1997-98, over gold anomalous areas detected from the previous sampling. Gravity stations (4km or 8km by 1km) were also sampled.",1997-98,,"graphite, gold",,lags,,,anomalous
a079108_kanownabelle_ann_08_10183016_3093_3094,a079108_kanownabelle_ann_08_10183016.json,4144,1,3093,3094,2,79108,Annual,this sample have suffer strong pervasive alteration in response to a low grade regional metamorphic event,0.00048262548262548253,265,0.26535094,0,This sample has suffered strong pervasive alteration in response to a low-grade regional metamorphic event. This generated the weakly foliated alteration assemblage of carbonate (dolomite) + chlorite + albite + minor sericite + leucoxene/rutile + opaques (?pyrite).,,,"carbonate, dolomite, chlorite, albite, sericite, leucoxene, rutile, pyrite",,,,,low-grade
a088180_e80 3846 3847 lewis project combined annual 10_11278304_124_126,a088180_e80 3846 3847 lewis project combined annual 10_11278304.json,127,2,124,126,3,88180,Annual,"figure 1 location plan 1 500,000 figure 2 tenement locality exploration index plan 1 250,000 figure 3 drill hole location on interpret geology at the camel prospect 1 50,000 figure 4 drill hole location on interpret geology at the hutchs find prospect 1 50,000 appendix digital table 1 summary of exploration table 2 tenement detail table 3 summary of previous lewis project exploration table 4 summary of the rc diamond drilling at hutch find table 5 summary of significant intercept at hutchs find table 6 summary of the diamond drilling at the camel prospect table 7 summary of significant intercept at the camel prospect",0.023622047244094488,678,0.0008560866,0,"Drilling Proposal Hutchs Find. Figure 1 Location Plan 1 : 500,000 Figure 2 Tenement Locality & Exploration Index Plan 1 : 250,000 Figure 3 Drill hole location on Interpreted Geology at the Camel Prospect 1 : 50,000 Figure 4 Drill hole location on Interpreted Geology at the Hutchs Find Prospect 1 : 50,000 APPENDICES (digital) Table 1 Summary of Exploration Table 2 Tenement Details Table 3 Summary of Previous Lewis Project Exploration Table 4 Summary of the RC/Diamond Drilling at Hutches Find Table 5 Summary of Significant Intercepts at Hutchs Find Table 6 Summary of the Diamond Drilling at the Camel Prospect Table 7 Summary of Significant Intercepts at the Camel Prospect",,,"Diamond, Diamond",,,,,
a082712_moy logging system and codes may 2008_15923853_133_135,a082712_moy logging system and codes may 2008_15923853.json,156,1,133,135,3,82712,Final Surrender,code style b band l blebby d disseminate f foliation control m massive p patchy s semi massive v vein stringer,0.019230769230769232,207,0.8809716000000001,1,May be hard to log in RAB/RC drilling. Code Style b Banded l Blebby d Disseminated f Foliation controlled m Massive p Patchy s Semi-massive v Vein/Stringer Ore assemblage associated with veining / structure.,,,,,,,,
a099527_e28_1585_2013s_18212878_14_16,a099527_e28_1585_2013s_18212878.json,139,1,14,16,3,99527,Final Surrender,broad sheet wash zone of unknown cover thickness be common with more discrete narrow but often braid alluvial channel drain into saline pan and salt lake,0.02158273381294964,361,0.13843286,0,"Depositional-domain regolith dominates. Broad sheet-wash zones of unknown cover thickness are common, with more discrete narrow but often braided alluvial channels draining into saline pans and salt lakes. Flow on these water courses is Sipa Exploration NL Final Surrender Report 2013 - E28/1585 Page | 3 intermittent and only occurs after high rainfall events.",,,salt,,"regolith, unknown",,,Broad
a101770_gswa_2014_p29_1895_menzies_16332421_96_98,a101770_gswa_2014_p29_1895_menzies_16332421.json,99,1,96,98,3,101770,Annual,exploration be rarely constrain by weather and be possible all year round,0.030303030303030307,279,0.102843374,0,Maximum daily temperatures between 200 to 400 centigrade are common in summer but are typically between 15-250 centigrade in winter. Exploration is rarely constrained by weather and is possible all year round. The following Table 1 shows details for the Menzies Project P29/1895.,"daily, summer, winter, year",Menzies,,,,,,possible
a099445_gswa_partial_surrender_e08_2022_17720691_30_32,a099445_gswa_partial_surrender_e08_2022_17720691.json,86,1,30,32,3,99445,Partial Surrender,follow the site visit a desktop review of historical exploration be conduct which include rc drilling data geochemical sampling via rab drilling and induce polarisation survey datum on the lyndon bettina and break thumb prospect and a review of historic aero magnetic survey datum,0.034883720930232565,653,0.019383373,0,"The site visit to the Lyndon Project was undertaken at the end of May 2013 and involved an inspection of the tenements, including the Lyndon Bettina pits and the locations of prior RC drill holes, and an inspection of RC drill chips stored near the project site. Following the site visit a desktop review of historical exploration was conducted which included RC drilling data, geochemical sampling (via RAB drilling) and Induced Polarisation survey data on the Lyndon Bettina and Broken Thumb prospects and a review of historic aero magnetic survey data. The Review identified a Bulls-eye magnetic anomaly target to the south of the Project (Figure 1).",the end of May 2013,,,,,,,prospects
a076066_e28_1400_2007a_9542800_157_158,a076066_e28_1400_2007a_9542800.json,187,1,157,158,2,76066,Annual,while this do not appear to be an extensive anomaly some additional reconnaissance be justify,0.0106951871657754,245,0.011657343999999998,0,While this does not appear to be an extensive anomaly some additional reconnaissance is justified. 445716 (465307E 6548800N) Several follow up lines in the NE extremity of the tenement failed to improve the low-order anomaly reported previously.,445716,,,,,,,extensive
a077713_pan_report_2007a_17315112_469_472,a077713_pan_report_2007a_17315112.json,473,3,469,472,4,77713,Annual,if could increase the current 10 fold would definitely see an improvement in signal to noise and possibly define anomalous source of interest another improvement to the survey design that could be make now know that the hangingwall sediment be draw much of the current across the dipole would be to directly inject the current into the mineralised unit which would clearly require suitable hole that intersect the kangaroo cave mineralisation on the far se and nw margin be recommend that one of these hole probably kcc010 best suited be re log with dhmmr use same approximate dipole layout but with 10 fold increase current and have the current be inject directly into the zn mineralisation kcc004 perhaps electrode depth ~235 m however kcc004 would have to have pvc remove or pull back above ~235 m,0.008456659619450317,1036,0.00041754160000000005,0,"One unfortunate aspect of the trial DHMMR surveying was the low current that was applied to the grounded dipole, which was limited by the high contact resistance in the electrode holes. If we could increase the current 10 fold we would definitely see an improvement in signal to noise and possibly define anomalous sources of interest. Another improvement to the survey design that could be made now we know that the hangingwall sediments are drawing much of the current across the dipole would be to directly inject the current into the mineralised units, which would clearly require suitable holes that intersect the Kangaroo Caves mineralisation on the far SE and NW margins. It is recommended that one of these holes (probably KCC010 best suited) be re-logged with DHMMR using same approximate dipole layout, but with 10 fold increased current and having the current being injected directly into the Zn mineralisation (KCC004 perhaps, electrode depth ~235m), however KCC004 would have to have PVC removed or pulled back above ~235m.",,Kangaroo Caves,,,sediments,,,"possibly, anomalous, could be, mineralisation, mineralisation"
a089277_dulagin_south_e77_1611_2010a_10118175_29_31,a089277_dulagin_south_e77_1611_2010a_10118175.json,47,1,29,31,3,89277,Annual,5 previous work there be a number of small working in the area include prospect trench and old pit,0.06382978723404255,219,0.069895715,0,These are cut by easterly trending structures. 5 Previous work There are a number of small workings in the area including prospecting trenches and old pits. Samples from these old workings reported 0.44 and 0.74 g/t Au.,,,,,,,,prospecting
a081434_c185_2005_2009a_9548501_70_73,a081434_c185_2005_2009a_9548501.json,146,3,70,73,4,81434,Annual,sylvania project wa annual report for year end may 2009 page 8 review of cid exploration to date suggest that within e52/1777:- cid deposit be almost certainly deposit whether or not have be preserve be the critical exploration issue field evidence originally interpret as subcrop evidence of in situ cid need revisit interpretation of the early time geotem conductor as a possible bury cid palaeochannel be incorrect and that be unlikely to be effective as a cid exploration tool over similar bedrock substrate elsewhere in the broad sylvania project area although rab drilling fail to reach basement in a few area especially in the easternmost section as well as in hole adjacent to the fortescue river the potential for near surface in situ cid under the talus fan have probably be adequately test however drill to date have not test the potential for preservation of in situ cid under alluvium in present day tributary or within the main drainage channel of the fortescue river,0.0273972602739726,1204,0.0046090055,0,"Sylvania Project, WA Annual Report for Year Ending May 2009 Page 8 Review of CID exploration to date suggests that within E52/1777:- CID deposits were almost certainly deposited whether or not they have been preserved is the critical exploration issue, Field evidence originally interpreted as subcrop evidence of in situ CID needs revisiting, interpretation of the early-time GEOTEM conductor as a possible buried CID palaeochannel is incorrect and that EM is unlikely to be effective as a CID exploration tool over similar bedrock substrates elsewhere in the broader Sylvania Project Area. Although RAB drilling failed to reach basement in a few areas (especially in the easternmost Sections as well as in holes adjacent to the Fortescue River) the potential for near-surface in situ CID under the talus fans has probably been adequately tested. However, drilling to date has not tested the potential for preservation of in situ CID under alluvium in present-day tributaries, or within the main drainage channel, of the Fortescue River. Mapping of the relative abundance and clast size distribution of CID detritus within talus fan gravels could help determine proximity to original CID palaeochannels.",present-day,,,"CID, CID, CID, CID, CID, CID, CID, CID, CID","bedrock, alluvium, gravels",,,"possible, broader, potential, potential"
a102470_compulsory partial surrender report for vasse e70-2976-full_16361069_27_29,a102470_compulsory partial surrender report for vasse e70-2976-full_16361069.json,53,1,27,29,3,102470,Partial Surrender,due to the action of wind and wave on coastal shoreline heavy mineral have accumulate into economically viable strandline and dunal system,0.05660377358490566,312,0.20830362,0,"These rocks are the origin of the heavy minerals explored for in the area. Due to the action of wind and waves on coastal shorelines, heavy minerals have accumulated into economically viable strandlines and dunal systems. Strandlines in the local area are contained within the Pleistocene aged Yoganup Formation.",,,,,,Yoganup Formation,Pleistocene,economically viable
a094371_e45_2639_2012a_10495411_47_49,a094371_e45_2639_2012a_10495411.json,81,1,47,49,3,94371,Annual,work conduct consist of bleg stream sediment sampling with 1069 sample collect result in two anomalous zone,0.037037037037037035,329,0.08078372,0,"Limited weak lead, zinc and silver anomalies were reported, probably mostly in the Ragged Hills area (Thompson, 1997). Work conducted consisted of BLEG stream sediment sampling (with 1069 samples collected), resulting in two anomalous zones. These anomalies were followed up by gridding and soil sampling (725 samples collected).",1997,,"lead, zinc, silver",,sediment,,,anomalous
a086363_c76_1996_2009a_16050717_117_118,a086363_c76_1996_2009a_16050717.json,148,1,117,118,2,86363,Annual,5.1 data compilation all information relate to the propose canegrass nickel project be gather collate into a single data package and update regularly,0.013513513513513514,386,0.56006724,1,"5.1 DATA COMPILATION All information related to the proposed Canegrass Nickel Project was gathered collated into a single data package and updated regularly. 5.2 MINING PROPOSAL A Mining Proposal was prepared in late 2008 for the trial mining of approximately 500,000 tonnes from M24/39 and the historic SM7 pit within M24/35 to be used in a trial nickel heap-leach operation on M24/39.",late 2008,Canegrass,"Nickel, nickel",,,,,proposed
a101486_fairfield project final surrender report - e 04 2154_16468599_30_32,a101486_fairfield project final surrender report - e 04 2154_16468599.json,58,1,30,32,3,101486,Final Surrender,the exploration licence 04/2154 cover an area that centre on the fairfield black granite prospect,0.05172413793103448,359,0.03964545,0,"The tenement was relinquished in 2007. The Exploration Licence 04/2154 covers an area that centres on the Fairfield Black Granite Prospects. 5 Baracus Pty Ltd Fairfield Project Final Surrender Report The oldest units exposed on the tenement are the cliff-forming late-Devonian limestone reef complex, including-the-Napier Formation and-the Windjana Limestone.",2007,,,,"Granite, limestone","reef complex, Napier Formation, Windjana Limestone",Devonian,
a103437_kerrimine south - annual mineral exploration report 2013-2014_18_20,a103437_kerrimine south - annual mineral exploration report 2013-2014.json,60,3,18,20,3,103437,Annual,newcrest conclude that there be only limit potential for a large open pit gold mine and as a result withdraw from the joint venture agreement between 2003 2006 a number of other explorer confirm the presence of gold mineralisation within the kerrimine south prospect area shear zone,0.05,445,0.27549547,0,"Newcrests exploration program included 109 aircore drill holes for 8058m of drilling, aeromagnetic interpretation and compilation of CRAE sourced data. Newcrest concluded that there was only limited potential for a large open-pit gold mine and as a result withdrew from the joint venture agreement. Between 2003-2006, a number of other explorers confirmed the presence of gold mineralisation within the Kerrimine South Prospect area shear zones.",2003-2006,,"gold, gold",,,,,"potential, confirmed the presence, mineralisation"
a072171_2005 everlasting annual rpt_12941703_194_196,a072171_2005 everlasting annual rpt_12941703.json,384,3,194,196,3,72171,Annual,the norseman project still require delineation of additional high grade ounce to reduce the sensitivity to gold price and make the project viable for mining the exploration potential be excellent with target such as the southern extension of north scotia and the gladstone deposit at everlasting however additional soil sampling be recommend to identify new anomaly,0.0078125,529,0.000999814,0,"Previous owners suggested the sulphide to be of a refractory nature however results of recent metallurgical test-work on the sulphide have not been seen. The Norseman Project still requires delineation of additional high grade ounces to reduce the sensitivity to gold price and make the project viable for mining. The exploration potential is excellent with targets such as the southern extension of North Scotia and the Gladstone deposit at Everlasting, however additional soil sampling is recommended to identify new anomalies.",,"Norseman, Gladstone","sulphide, sulphide, gold",,,,,"high grade, exploration potential"
a091898_c111_2011_2011a_10495150_98_101,a091898_c111_2011_2011a_10495150.json,106,2,98,101,4,91898,Annual,other work do over the period be stream sediment bleg and rock chip sampling that record an anomalous assay of 6.6ppb during 2010 resource potential be commission by emergent resource to provide geophysical and remote sensing imagery for the area,0.03773584905660377,649,0.028496081,0,"Mt Bartle C111/2011 Combined Annual Report Period 1st January 2011 to 31st December 2011 Data CD Morning Star Resources NL explored parts of the tenement during 1997-1999, and work included data compilation, aeromagnetic interpretation and loam sampling for diamonds over a previously identified indicator mineral anomaly. Other work done over the period was stream sediment BLEG and rock chip sampling that recorded an anomalous assay of 6.6ppb. During 2010, Resource Potentials were commissioned by Emergent Resources to provide geophysical and remote sensing imagery for the area. The datasets provided included aeromagnetic and radiometric data.","Period 1st January 2011 to 31st, 1997-1999, 2010",,diamonds,,sediment,,,"anomalous, Potentials"
a076233_agr_higginsville_2007report_18676861_50_52,a076233_agr_higginsville_2007report_18676861.json,79,1,50,52,3,76233,Annual,68 006 712 956 agr_c121_2007report.doc 4 6 exploration for the period end 7 august 2006 6.1 rc drill reverse circulation drilling table 2 be carry out in december 2006 over the amorphous prospect discover by resolute in at early 1990,0.0379746835443038,410,0.008628514,0,"Australian Gold Resources Norseman - Higginsville 2007 A.B.N. 68 006 712 956 AGR_C121_2007Report.doc - 4 - 6 EXPLORATION FOR THE PERIOD ENDING 7 AUGUST 2006 6.1 RC Drilling Reverse circulation drilling (Table 2) was carried out in December 2006 over the Amorphous prospect, discovered by Resolute in at early 1990s. Lithologies intersected include dolerite, sediment (including sulphidic shale) and ultramafic.","2007, December 2006, early 1990s","Norseman, Higginsville",Gold,,"dolerite, sediment, shale",,,"prospect, discovered"
a075064_c134_2006_2007a_15483786_470_472,a075064_c134_2006_2007a_15483786.json,744,1,470,472,3,75064,Annual,further detailed optimisation result and associated graph be contain in appendix b. intermine engineering consultants sickle mine reserve intermine engineering consultants sickle mine reserve intermine engineering consultants sickle mine reserve page 6 may 2007 4,0.004032258064516129,452,0.044232078,0,"Optimal shell 19 is depicted in Figure 3-1. Further detailed optimisation results and associated graphs are contained in Appendix B. Intermine Engineering Consultants Sickle Mine Reserve Intermine Engineering Consultants Sickle Mine Reserve Intermine Engineering Consultants Sickle Mine Reserve Page - 6 - May, 2007 4. Pit Design Pit design parameters for the Stage 1 and the final pit include: Design based on the outlines of optimal shells 19 and 41.",,,,,,,,optimisation
